name,longitude,latitude
Concord Medical Practice in Botswana,27.114722,-22.5515
Dr Clement Private Clinic,27.131111,-22.556583
Dr Hirui Medical Clinic,27.114722,-22.5515
Dr Taljaard's Clinic,27.115,-22.548806
Mudili Medical Centre,25.885389,-24.643194
Holistic Physio & Fitness Clinic,27.08725,-22.539806
Gakgaltla Health Post,25.615354,-24.544932
Gakuto Health Post,25.78797,-24.4713
Gamodubu Health Post,25.701689,-24.501795
Hatsalatladi Health Post,25.592206,-24.138327
Kgope Health Post,25.913753,-24.308815
Lesilakgokong Health Post,25.372787,-24.554161
Mahetwe Health Post,25.676535,-24.239575
Medie Health Post,,
Ditshukudu Health Post,,
Kweneng Health Post,25.956801,-23.898882
Mmanoko Health Post,,
Rungwana Health Post,,
Kgwatlheng Clinic,25.32076,-24.97638
Mahikana Clinic,25.356475,-24.995905
Spectrum Medical Imaging Services,27.114722,-22.5515
The Medics Centre in Botswana,27.089889,-22.533778
Toro Clinic in Botswana,27.081583,-22.560528
Dr Monga Clinic,26.714278,-22.403694
Bidii Medical Services,27.4615,-21.443305
Graciel Clinic,27.441167,-21.426667
Proland Medical Centre,26.177305,-20.210528
St Josephs Private Mediclinic,27.449167,-21.421639
Thembo Yetu Clinic,27.215222,-20.827611
Victoria Medical Centre in Botswana,27.343972,-21.095833
Boikhutso Complex Clinic,28.42775,-21.970667
Buta Medical Centre,26.832139,-23.107806
Neurology&Headache Specialist Centre,,
Specialist Neurosurgeon,,
Honey drive holdings,,
Dr Mayet's Surgery (Mayet M A,26.832139,-23.107806
Enele Medical Centre,25.669778,-25.227028
Flowertown Medical Centre,26.845,-23.095944
Mahalapye Physiotherapy Sports Injury Clinic,26.832111,-23.107806
Sowa Pan Clinic,26.177305,-20.562889
Tati River Medical Clinic,26.221972,-20.563806
AO Mochudi Clinic,26.164694,-24.406694
Botsogo Medical Centre,26.14775,-24.3995
Got-Mola General Medical Clinic,26.152306,-24.376778
Joubert Medeical Centre,26.14775,-24.3995
Lotlhakane East Clinic,25.458915,-25.085257
Dipotsana Health Post,,
Diabo Health Post,25.365078,-25.199356
Segwagwa Health Post,25.174285,-25.19099
Lorolwana Health Post,24.480152,-25.320997
Gasita Health Post,,
Selokolela Health Post,25.110489,-24.948897
Gantsi Clinic,21.646482,-21.70195
Liberty Medical Centre,25.748639,-25.032417
Batho Dental Clinic,27.088,-22.542722
Dami Dentomed Clinic,27.840611,-21.975445
Family Dental in Botswana,27.114695,-22.5515
Dr Moje Dental Clinic,25.877028,-24.681139
Prestige Dental Clinic,25.91575,-24.658278
New Xade Clinic,22.417359,-22.12279
Bere Health Post,,
D'Kar Health Post,,
Kacgae Health Post,,
West Hanahai Health Post,21.772876,-22.10264
Alpha Dental Services,25.923083,-24.66325
East Hanahai Health Post,,
Grootlaagte Health Post,21.211228,-21.360304
Crown Dental Clinic in Botswana,25.928917,-24.660694
J O A (Dr O De Moon in Botswana,25.923083,-24.66325
Qabo Health Post,,
Cwagare Health Post,,
Proximo (The Dental Hub,25.923083,-24.66325
Agape Dental Clinic (Dr K Mabaila,25.918778,-24.653056
BPM Oral & Dental Care Clinic,25.920583,-24.641667
Bright Smile Dental Care,25.920639,-24.654389
Dentaljoy Dental Clinic,25.914944,-24.664472
Goapele Dental Clinic,25.928278,-24.669389
Boswelakoko/Borakalalo New Clinic,25.482192,-24.39233
Joosub Dada Clinic,25.327205,-24.956786
Dilolwe Health Post,,
Moshaneng Health Post,25.236525,-24.907194
Kgatleng Medical Centre,26.147861,-24.399444
KT Health Care Centre,26.119833,-24.401444
Notwane Medical & Surgical Clinic (Mahbub G,26.152306,-24.376778
Physio-Link Clinic,26.14775,-24.3995
Ultra Care Clinic - Mochudi,26.106833,-24.406694
Acacia Healthcare Clinic,25.543417,-24.673278
Always Open Clinic (AO - Molepolole,25.525028,-24.404278
Care & Hope Medical Clinic,25.532611,-24.666389
Dr Kabongo Clinic,25.497056,-24.396583
Glory Medical Services in Botswana,25.497056,-24.396583
Medron Medical Centre,25.549278,-24.398194
The Orthodontic Centre in Boswana,25.90875,-24.654111
The Prosthodontic Centre in Botswana,25.918278,-24.667417
Bagetsho Medical Centre,24.729194,-24.598111
Council Department Clinic,25.342583,-24.97775
Dr Joosub Adaa Clinic,25.342583,-24.97775
Mabutsane Clinic,23.576111,-24.389306
Ranaka Clinic,24.714306,-24.823389
Tshokwe Clinic,27.751389,-21.881056
Highway Medical Centre in Boswana,27.4615,-21.443305
HONEY RIVER HOLDINGS,,
The Maternity Care Clinic,,
ANCORA WOMEN' S CLINIC,,
DR BARON B. MATONHODZE,,
REPRODUCTIVE HEALTH SERVICES & FAMILY HEALTH CLINIC,,
ABEBE FEMALE HEALTH CLINIC,,
Sight Care Centre,,
BROADVISION EYE CLINIC,27.531533,-21.185238
Ever Dynamic Optometrists,25.90505,-24.662333
Vision Clarity,25.925604,-24.660548
Vision Clarity,25.925606,-24.660542
S & S Opticians,25.342297,-24.981001
Moleps Private Clinic,25.573472,-24.3965
Moulick's Family Care,25.573472,-24.3965
PolyMed Clinic,25.575083,-24.395583
EYE CARE,25.863418,-24.61268
NOLVIN CHILDREN'S CLINIC,,
Zoroga Health Post,25.796228,-20.157472
THULI PHARMACY,,
Mabale Health Post,,
Living Water pharmacy,27.507165,-21.163255
CLINICARE PHARMACY,25.884706,-24.643464
KGALAGADI PHARMACY,25.915676,-24.631013
Vaalhoek Health Post,20.70893,-26.867379
MIDDLE STAR PHARMACY,25.920573,-24.641966
MODERN PHARMACY,,
T & T PHARMACY,,
VITA LIFE PHARMACY,,
SQUARE PHARMACY,25.500702,-24.408213
PHARMA ZONE,25.975657,-24.56401
RAMOTSWA PHARMACY,,
BOSELE PHARMACY,26.712383,-22.403734
ALL RIGHT PHARMACY,27.843151,-21.975291
NHABE PHARMACY,,
Khurumela Clinic,,
Gootau Health Post,27.422287,-22.726762
Majwaneng Health Post,,
Diloro Health Post,,
Moremi Health Post,27.450547,-22.57224
Gaborone Medical Centre,25.925188,-24.661508
MED-LINK,,
E&P MEDICAL CENTRE,25.358773,-24.616849
Jireh Physiotherapy Clinic,,
ACTIVE PHYSIO,,
BBT PHYSIOTHERAPY,,
POLY HEALTH SERVICES in Botswana,,
St Simon Medical Centre,25.497056,-24.396583
Universal Family Clinic in Botswana,25.497056,-24.396583
Vitality Clinic in Botswana,25.502472,-24.406972
Bookelo Medical Clinic,27.472472,-21.197444
Boro Medical Centre,27.327945,-21.105806
DELTA PHYSIOTHERAPY,25.921791,-24.652076
ENERGISE PHYSIOTHERAPY CLINIC,25.923873,-24.659277
MASA PHYSIO,25.897478,-24.605343
PHODISONG PHYSIO,,
Physiotherapy Touch Clinic,,
ULTIMATE PHYSIOTHERAPY CLINIC,,
URBAN LIFESTYLE PHYSIOTHERAPY,25.903267,-24.648
Botselo Consultation Clinic,27.509694,-21.166972
Chilani Care Clinic,27.511333,-21.168
City Medical Centre (Ladu R T,27.512195,-21.195278
Consolata Medical Centre,27.509694,-21.166972
Dati Paediatric Clinic (Dr Loeto Mazhani,27.515278,-21.168306
Goosekgweng Health Post,27.3912,-22.726266
Ditalala Clinic,27.518028,-21.17025
Mokungwana Health Post,27.283993,-22.705584
Mokokwana/Mosweu Health Post,,
Mokgware Health Post,26.796192,-22.769895
Lesenepole(Matolwane Health Post,,
Moreomabele Health Post,27.271667,-22.051625
Matlhakola Health Post,27.30901,-22.720745
Ratholo Health Post,,
ACTIVE TOWN PHYSIOTHERAPY,,
PHYSIO CARES,,
RAMSAY PHYSIOTHERAPY & REHABILITATION CLINIC,,
ULTIMATE PHYSIOTHERAPY CLINIC,,
LIFECHARGE PHYSIO & REHAB,25.972972,-24.570031
Manaledi Health Post,,
Schatter & Namder (Lazane Kaplan Clinic,25.919509,-24.592598
SAFARI PHYSIO AND REHABILITATION,,
Ngware Clinic,25.368171,-23.865903
BOKAMOSO PRIVATE HOSPITAL,25.839212,-24.581705
Botlhapatlou Clinic,25.490745,-24.025145
Takatokwane Clinic,25.535139,-24.669472
Moshaweng Clinic,25.519083,-24.414167
Khudumelapye Clinic,24.948106,-23.913621
Ditshegwane Health Post,25.883379,-24.692991
MEDLASS IMAGING,25.911684,-24.670629
Dutlwe Health Post,,
VILLAGE IMAGING,25.942981,-24.668299
KEINEETSE SURGICAL SERVICES,25.922867,-24.637278
MASILO SURGICAL,,
ALEMU GENERAL SURGICAL SERVICES,,
KAPARA SURGICAL SPECIALIST CLINICS,25.837109,-24.581698
LABORDE'S MED SURGERY,25.837089,-24.5817
Kotolaname Health Post,,
SABELSY (PTY LTD,25.837169,-24.581748
Maboane Health Post,24.532009,-24.095842
Monwane Health Post,25.21442,-24.316514
SURGICAL GIT CARE CENTRE,25.837131,-24.581681
Metsibotlhoko Health Post,25.802999,-24.551526
Serinane Health Post,,
DAOU URO CARE,25.836963,-24.581593
UROLOGY CENTRE,25.836963,-24.581625
URO CARE CLINIC,25.900674,-24.620216
AIDEN DENTAL CARE,26.75147,-22.425012
THE COMPLEMENT COUNSELLORS,,
JULIA MOLEFHE CLINIC,25.871698,-24.661045
Extension 2 clinic,25.917186,-24.661265
Nkoyaphiri Clinic,25.854007,-24.610835
Gaborone West Clinic,25.886383,-24.660153
Broadhurst 3 Clinic,25.89876,-24.62877
Mafitlhakgosi Clinic,25.970933,-24.655495
Lesirane Clinic,25.824241,-24.647566
Old Naledi Clinic,25.896748,-24.689683
Area W Clinic,27.503124,-21.174096
Gerald Clinic,27.476453,-21.194764
Sesame Clinic,27.813966,-21.985935
Botshabelo Clinic,27.869503,-21.957828
Tapologo Clinic,27.852531,-21.981104
Family Wellness Clinic in Botswana,27.511889,-21.166445
Francistown Clinic in Botswana,27.511333,-21.168
Lordsland Medical Centre,27.514417,-21.172472
Masters Dental Clinic in Botswana,27.511167,-21.167806
Med-Lab Clinic Consult,27.516028,-21.165028
Pana Med Consultation Clinic,27.517694,-21.162694
Polani Specialist Health Services (Dr Habaudi Hobona,27.511361,-21.168056
Progressive Physiotherapy Clinic in Botswana,27.517306,-21.169556
Robby Memorial Clinic,27.50025,-21.171139
Boseja II Clinic,26.138425,-24.421497
Moshupa Clinic,25.415802,-24.777683
Mantshwabisi Health Post,,
Sese Clinic,24.805655,-24.655556
Karakubis Clinic,20.615682,-22.089863
Ditsweletse Clinic,24.726353,-24.610298
Makunda Health Post,,
Sebina Clinic,27.202945,-20.80975
New Xanagas/Tsawe Health Post,20.653494,-22.430753
Kang Clinic,58.493045,2.351079
Chobokwane Health Post,21.213739,-22.154994
Khakhea Clinic,25.497056,-24.396583
Airstrip Clinic,26.824441,-23.115377
Morwamusu Clinic,23.068973,-24.079518
Shoshong Clinic,26.516698,-23.033249
Kokong Clinic,23.119288,-24.344334
Keng Health Post,23.754903,-24.598527
Mopipi Clinic,24.890254,-21.208723
Kachikau Clinic,24.50035,-18.157239
Mahotshwane Health Post,24.223153,-24.417193
Mathethe Clinic,25.318413,-25.353268
Sekoma Health Post,23.92785,-24.515226
Moeti Clinic,,
Tshimologo Clinic,24.723569,-24.603179
EU7 Clinic,24.745017,-24.594557
Maokane Clinic,24.626962,-24.897982
Lefhoko Health Post,24.667688,-24.835745
Mokhomma Health Post,24.596352,-24.770334
Samane Health Post,,
Thankane Health Post,24.310819,-24.000674
Kgari Health Post,,
Mulambakwena Health Post,27.458844,-20.569211
Gungwe Health Post,27.380895,-20.489773
Kanye Family Medical Clinic (Mohammed B M,25.9155,-24.658083
Benedicte Medical Clinic,25.32575,-24.969917
Ferdousy Surgery,25.343222,-24.982389
Medikon Clinic,25.339889,-24.980167
Oristone Medical Clinic,25.343,-24.988111
Sam's Surgery (Dr S Y Amevuvor,27.53375,-21.171583
Bogogobo Health Post,21.995929,-26.642774
Ronald Mokgachane Physiotherapy Clinic,27.514305,-21.163611
Safe Anaesthesia Services Specialist Clinics,27.512889,-21.170472
Sante Dental Centre,27.508889,-21.164611
Sarai Holistic Care Medical Centre,27.521361,-21.169722
Satellite Private Medical Clinic,27.533139,-21.184944
Seyanyana Children's Clinic,27.512694,-21.162389
Thusong Surgery,27.512167,-21.168778
Tsholofelo Medical Clinic,27.50025,-21.171139
Angel Private Clinic,27.416667,-20.666667
Masunga Medical Services,27.455639,-20.903056
Joretti Medical Centre,22.154944,-19.35625
24hr Emergency Medical Care,25.240972,-17.806833
Chobe Medical Centre,25.155611,-17.7935
Middlepits Clinic,21.882384,-26.666434
Kolonkwaneng Health Post,21.996212,-26.643338
Gakhibane Health Post,21.768451,-26.712951
Kokotsha Health Post,23.222115,-24.919949
Broadhurst 1 Clinic,25.943793,-24.628401
Kasane Health Post,25.15364,-17.7992
Serowe Family Clinic,26.701611,-22.3875
Kadimo Samson Clinic,27.341525,-21.109517
Mmashoro Clinic,26.711,-22.389306
Moiyabana Clinic,26.404231,-22.635376
Maun Clinic,23.417172,-19.992065
Nkange Clinic,27.135,-20.29912
Kutamogore Health Post,,
Makopong Clinic,22.971162,-25.333563
Khisa Health Post,,
Motopi Clinic,23.418389,-19.994167
Boitekanelo/De Beers Orapa (Morale Clinic,25.915319,-24.658967
Xhumo Clinic,24.604783,-21.169929
Baitiredi Clinic,26.817327,-23.095214
Tlokweng Main Clinic,25.95731,-24.66725
Prime Health Medical (M R I,25.241083,-17.805444
Afya Mzuri Family Care,23.423806,-19.988694
Anej Family Medical Clinic,23.418083,-19.99525
Covenant Medical Centre,23.422917,-19.993333
Women's Health Centre in Botswana,23.422778,-19.988945
Glen Valley Clinic,25.959784,-24.589491
Gaborone City Council Clinic,25.916528,-24.658945
Nkaikela Health Post,25.975041,-24.672755
Julia Molefhe (Block 9 Clinic,25.871714,-24.661047
Phase 2 Clinic,25.90875,-24.654111
Block 8 Clinic (Kgatelopele,25.913793,-24.6065
Kgalagadi Breweries (Ltd Clinic,25.918011,-24.630694
Segwana Clinic,25.909477,-24.620779
Botswana Defence Force (Mogoditshane Hospital,25.804889,-24.936611
Moshupa SDA Clinic,25.417422,-24.790525
Ntlhantlhe Clinic,25.594434,-24.961849
Moshupa Council Clinic,25.41089,-24.764703
Moshupa Health Post,25.420392,-24.773783
Ralekgetho Health Post,25.052365,-24.832234
Lekgolobotlo Health Post,25.629397,-24.907343
Tshwaane Health Post,,
Seolwane Health Post,27.696094,-22.649468
Kgosing Clinic,25.540289,-24.678202
Molepolole College of Education Clinic,25.493008,-24.406589
Lekgwapheng Clinic,25.46956,-24.39881
Kumakwane Health Post,25.699183,-24.655016
Phuting Health Post,,
Shadishadi Health Post,25.66772,-23.477923
Mogapi Health Post,27.834686,-22.322879
UB (Main Campus Clinic,25.933515,-24.666809
Extension 14 Clinic,25.912167,-24.678236
First Care Pharmacy,27.087692,-22.542963
Medi-path Medical Laboratory,27.092365,-22.541019
Ikins Pharmacy,26.833214,-23.110242
Lordsland Medical Center,27.514386,-21.172446
Gabane Health Post,25.783611,-24.664063
Downtownlink Pharmacy,,
Hana Pharmacy,,
St Conrads Clinic,25.87171,-24.86681
Lesetlhana Clinic,25.856908,-24.855973
CHIDZANANI PHARMACY,27.510116,-21.16629
Metsimaswaane Health Post,25.75631,-24.80949
Serowe Pharmacy,26.70422,-22.387066
Ramotswa Station/Taung Clinic,25.67785,-24.978305
Lorwana Clinic,,
Wellness Pharmacy,26.744694,-22.422113
Lokgwabe Health Post,21.778845,-24.113264
Kgalagadi Pharmacy,,
Monong Health Post,21.512859,-23.661169
Global Health Pharmacy,25.931487,-24.643794
Tshane Health Post,21.867843,-24.027536
Phuduhudu Health Post,22.983886,-23.955044
Zutshwa Health Post,25.902204,-24.648119
Khekhenye Health Post,23.374194,-24.056943
Lentsweletau Clinic,25.851729,-24.253729
Magotlhwane Health Post,25.495365,-24.406138
Mogonye Health Post,25.705421,-24.82467
Thini clinic,26.99944,-20.50081
Paje Health Post,,
Majwanaadipitse Health Post,26.883269,-22.113904
Lepokole Health post,28.349109,-21.794993
Gobojango Health Post,,
Addis Mothers Clinic (AO,25.900583,-24.658667
Afia GP Clinic,25.783555,-24.664139
Aims Surgical Clinic,25.933583,-24.629417
Alemu General Surgical Clinic - Basotho Drive,25.900695,-24.620222
Notwane Pharmacy,25.91801,-24.658502
The Mall Pharmacy,,
Modest Pharmacy,25.916984,-24.664161
PHC Chemist,,
Tati River Laboratory,,
National Health Laboratory,25.925476,-24.659191
Diagnofirm Medical Laboratory,27.509446,-21.163861
"Diagnofirm Medical Laboratory, phikwe",27.860179,-21.961425
Medlass Diagnostics,25.91161,-24.67064
PATH VIEW LABORATORY,,
Northern Pathology Services Pty Ltd,27.512558,-21.161463
Diagnofirm Extension9 Depot,,
Maun Diagnofirm Laboratory,,
Kazungula Diagnofirm Laboratory,,
Diagnofirm Palapye,27.133654,-22.556009
Jwaneng Diagnofirm Depot,,
Tutume  PHARMACY,27.041385,-20.489403
Bosele Pharmacy- Conilious Manguma,,
KEEPWELL PHARMACY,26.70409,-22.387541
POLY CHEMIST,,
PHARMA CAPRIVI,,
MIDNIGHT PHARMACY,27.080741,-22.562086
RELIEF PHARMACY,27.089024,-22.541921
PIONEER PHARMACY,,
BREAKTHROUGH PHARMACY,,
MOSHUPA PULSE PHARMACY,,
NADO PHARMACY,,
MEDI-PERFECT PHARMACY,,
PULSE PHARMACY-MAUN,23.421381,-19.99244
OKAVANGO PHARMACY,23.425097,-19.988051
PRIME HEALTH PHARMACY-MAUN,23.425693,-19.987853
PORTSWAY PHARMACY,23.424668,-19.987728
THERAPEO'S PHARMACY,26.845174,-23.096778
IKIN'S PHARMACY,26.833197,-23.110267
TRI-PHARMA,26.832985,-23.112806
PHARMA AFRICA,25.150146,-17.800057
The Chemist plus Pharmacy,25.340793,-24.981572
OK CHEMIST-KANYE,,
PHAKALANE PHARMACY,25.986897,-24.551282
PHARMA HUB,25.974403,-24.569652
CHEM-MART PHARMACY,25.909657,-24.628429
FRIENDS PHARMACY,25.885742,-24.620315
ZETA CLINIC,25.905334,-24.647008
ZETA CLINIC,25.905334,-24.647008
Pharma Acacia Pharmacy,25.987157,-24.551542
INDEPENDENCE SURGERY,25.920782,-24.653098
INDEPENDENCE SURGERY,25.920782,-24.653098
FNF PHARMACY,25.88922,-24.661128
MOGODITSHANE PULSE PHARMACY,25.856879,-24.607493
RELAY PHARMACY,25.900261,-24.658826
Scottish Livingstone Hospital,25.48575,-24.41244
Botswana-Baylor Children's Clinical Center of Excellence,25.935561,-24.626709
Botswana-Baylor Children's Clinical Center of Excellence,25.935561,-24.626709
Princess Marina Hospital,25.912222,-24.658056
Nyangabgwe Referral Hospital,27.5125,-21.173611
Athlone District Hospital,25.666667,-25.216667
Deborah Retief Memorial Hospital,26.15,-24.416667
Sekgoma Memorial Hospital,26.759222,-22.423861
Selibi Phikwe Government Hospital,27.84,-21.975833
Mahalapye District Hospital,26.8,-23.1
Palapye Primary Hospital,27.133333,-22.55
Masunga Primary Hospital,27.416667,-20.666667
Letsholathebe II Memorial Hospital,23.416667,-19.983333
Good Hope Primary Hospital,25.439214,-25.467122
Bamalete Lutheran Hospital,25.666667,-25.216667
Seventh Day Adventist Hospital Botswana,25.35,-24.983333
Maun General Hospital,23.416667,-19.983333
Sbrana Psychiatric Hospital,25.666667,-25.216667
Bamalete Lutheran Hospital,25.8805,-24.873195
